,timestamp,currencyservice-588fc9584d-cl9dm&cpu_usage,currencyservice-588fc9584d-cl9dm&mem_usage,currencyservice-588fc9584d-cl9dm&mem_usage_rate,currencyservice-588fc9584d-cl9dm&fs_usage,currencyservice-588fc9584d-cl9dm&net_receive,currencyservice-588fc9584d-cl9dm&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
106,1658458601,0.212475549,293.2617188,1.069273684,0.080613691,27.55124519,24.24182258,0.7003555555555555,0.0895851284731849,0.2244406080832822
107,1658458606,0.250977786,293.34375,0.038123931,0.097067764,26.84983873,24.47093154,0.7003555555555555,0.0895851284731849,0.2244406080832822
108,1658458611,0.244776223,293.34375,0.03340523,0.085221196,26.84983873,24.47093154,0.6864666666666667,0.091408633744024,0.2244570027891038
109,1658458616,0.292332286,293.4101563,0.030902498,0.073967453,26.56089102,24.57162352,0.6864666666666667,0.091408633744024,0.2244570027891038
110,1658458621,0.268688341,293.9882813,0.020191452,0.0,26.33658075,24.28555715,0.6864666666666667,0.091408633744024,0.2244570027891038
111,1658458626,0.27539104,295.0742188,0.042599494,0.0,26.33658075,24.28555715,0.6817333333333333,0.0948608227767803,0.2235262692674985
112,1658458631,0.286767116,295.8984375,0.056245905,0.0,25.60071142,24.32773553,0.6817333333333333,0.0948608227767803,0.2235262692674985
113,1658458636,0.269857076,182.6757813,0.070251118,0.0,25.60071142,24.32773553,0.6817333333333333,0.0948608227767803,0.2235262692674985
114,1658458641,0.26336182,182.7070313,0.059285326,0.033290357,25.380419,28.05758382,0.6632666666666667,0.0942884199515279,0.2221534859000368
115,1658458646,0.28570357,157.4570313,2.376289865,0.063737848,25.380419,28.05758382,0.6632666666666667,0.0942884199515279,0.2221534859000368
116,1658458651,0.267898422,157.4570313,2.523726269,0.084078737,25.43937061,29.46200295,0.6632666666666667,0.0942884199515279,0.2221534859000368
117,1658458656,0.264188641,157.5117188,2.391096626,0.072857185,25.41446178,27.15787281,0.6768888888888888,0.0953403599988803,0.2208987444144907
118,1658458661,0.292591243,157.4140625,3.663462451,0.081616885,25.41446178,27.15787281,0.6768888888888888,0.0953403599988803,0.2208987444144907
119,1658458666,0.261899398,157.4140625,3.956104186,0.081616885,25.16369097,28.89117676,0.6768888888888888,0.0953403599988803,0.2208987444144907
120,1658458671,0.249694317,157.4140625,3.727863641,0.081616885,25.16369097,28.89117676,0.6944666666666667,0.0945642185620463,0.2201405196308082
121,1658458673,0.289948041,171.78125,2.180073213,0.0,76.18265907,374.8971618,0.6944666666666667,0.0945642185620463,0.2201405196308082
122,1658458678,0.278115566,171.8125,1.853391164,0.0,94.15449973,454.4499949,0.6944666666666667,0.0945642185620463,0.2201405196308082
123,1658458683,0.272888169,171.3828125,3.485559928,0.041477273,94.15449973,454.4499949,0.6944666666666667,0.0945642185620463,0.2201405196308082
124,1658458688,0.298158869,172.0117188,3.403682466,0.06483034,95.23464753,460.0977393,0.7186222222222222,0.0940447737976316,0.2234645158755705
125,1658458693,0.297800465,171.9960938,4.206254518,0.244092428,96.49256022,471.2879761,0.7186222222222222,0.0940447737976316,0.2234645158755705
126,1658458698,0.269647982,172.0039063,3.449486895,0.22335529,96.49256022,471.2879761,0.7186222222222222,0.0940447737976316,0.2234645158755705
127,1658458703,0.258314302,171.5625,4.31776736,0.22335529,82.38588399,402.3882923,0.7362666666666666,0.0939345976653622,0.2238096547936814
128,1658458708,0.29644527,171.5742188,5.217339011,0.361026552,97.27110739,487.3041451,0.7362666666666666,0.0939345976653622,0.2238096547936814
129,1658458713,0.295261162,171.5742188,5.217339011,0.234879431,97.27110739,487.3041451,0.7362666666666666,0.0939345976653622,0.2238096547936814
130,1658458718,0.279561912,171.5820313,4.079967972,0.228996221,98.58250374,509.5660301,0.7109333333333333,0.0951345551071494,0.223959939597046
131,1658458723,0.29277529,171.5585938,2.809748595,0.176075276,97.06658338,472.1153797,0.7109333333333333,0.0951345551071494,0.223959939597046
132,1658458728,0.29277529,171.5585938,2.809748595,0.0,97.06658338,472.1153797,0.7109333333333333,0.0951345551071494,0.223959939597046
133,1658458733,0.292080826,171.7460938,3.36582741,0.0,97.06658338,472.1153797,0.7116222222222222,0.1344848510506485,0.224168213082113
134,1658458738,0.295363209,171.796875,1.740450101,0.042160693,97.50166479,495.3733082,0.7116222222222222,0.1344848510506485,0.224168213082113
135,1658458743,0.260555311,171.796875,1.74056606,0.23181779,97.50166479,495.3733082,0.7116222222222222,0.1344848510506485,0.224168213082113
136,1658458748,0.273835005,171.6210938,2.082629876,0.23181779,77.08648568,356.6513199,0.7067777777777777,0.1547163955932819,0.2244315606345139
137,1658458753,0.301038113,171.6875,1.932953588,0.22182398,94.29475452,436.2677629,0.7067777777777777,0.1547163955932819,0.2244315606345139
